,complaint_number,status,date_entered,house_number,house_street,zip_code,bin,community_board,special_district,complaint_category,unit,disposition_date,disposition_code,inspection_date,dobrundate,complaint_description,bis_description
8365,2162130,CLOSED,07/21/2011,599,MORRIS AVENUE,10451.0,2091242,201,,63,ELEVR,11/09/2011,H1,09/30/2011,20260427000000,Elevator: Defective/Inoperative,Please See Complaint Number
8366,1650065,CLOSED,10/04/2023,55 1/2,DOWNING STREET,10014.0,1084923,102,,7J,RTEU,10/04/2023,I2,10/04/2023,20260427000000,Work Without a Permit – Occupied Multiple Dwelling,No Violation Warranted for Complaint at Time of Inspection
8367,4021279,CLOSED,08/26/1991,196,BEACH 25 STREET,11691.0,4301677,414,,29,QNS.,10/17/1991,I2,10/07/1991,20260427000000,"BUILDING – Vacant, Open and Unguarded",No Violation Warranted for Complaint at Time of Inspection
8368,3756366,CLOSED,06/18/2020,1839,WEST 11 STREET,11223.0,3177862,311,,1X,BKLYN,09/24/2020,L2,09/24/2020,20260427000000,Construction Enforcement Work Order (DOB),Stop Work Order Fully Rescinded
8369,4347426,CLOSED,04/11/2008,6027,71 AVENUE,11385.0,4084462,405,,03,QNS.,04/14/2008,C2,04/12/2008,20260427000000,Adjacent Buildings – Not Protected,Inspector Unable to Gain Access – 2nd Final Attempt
8370,3190852,CLOSED,05/15/2006,11,MCKEEVER PLACE,11225.0,3034357,309,,63,ELEVR,06/09/2006,I2,06/06/2006,20260427000000,Elevator: Defective/Inoperative,No Violation Warranted for Complaint at Time of Inspection
8371,1713375,CLOSED,12/28/2025,462,2 AVENUE,10016.0,1082729,106,,53,MAN.,12/29/2025,H1,12/29/2025,20260427000000,Vent/Exhaust – Illegal/Improper,Please See Complaint Number
8372,1168510,CLOSED,06/16/2006,80,NORTH MOORE STREET,10013.0,1083157,101,,73,MAN.,06/21/2006,I2,06/20/2006,20260427000000,Failure to Maintain,No Violation Warranted for Complaint at Time of Inspection
8373,1575889,CLOSED,07/06/2021,265,LAFAYETTE STREET,10012.0,1007524,102,,6X,OBM,07/06/2021,I2,07/02/2021,20260427000000,Work Without Permits Watch List Compliance,No Violation Warranted for Complaint at Time of Inspection
8374,2284448,CLOSED,07/08/2019,3674,3 AVENUE,10456.0,2009612,203,,6S,ELEVR,07/11/2019,I2,07/11/2019,20260427000000,Elevator: Single Device on Property/No Alternate Service,No Violation Warranted for Complaint at Time of Inspection
8375,4113529,CLOSED,08/16/2000,1710,STANHOPE STREET,11385.0,4081841,405,,55,QNS.,10/17/2000,A9,08/31/2000,20260427000000,Zoning: Non-Conforming,OATH and DOB Violations Served
8376,3228665,CLOSED,06/14/2007,602,BERGEN STREET,11238.0,3028126,308,,05,BKLYN,09/12/2007,C2,08/30/2007,20260427000000,Permit – None (Building/PA/Demo etc.),Inspector Unable to Gain Access – 2nd Final Attempt
8377,1653236,CLOSED,11/11/2023,330,EAST 100 STREET,10029.0,1091032,111,,58,BOILR,11/16/2023,I2,11/14/2023,20260427000000,Boiler: Defective/Inoperative/No Permit,No Violation Warranted for Complaint at Time of Inspection
8378,4545089,CLOSED,04/08/2013,85-28,37 AVENUE,11372.0,4036240,403,,4J,ERT,04/08/2013,MA,04/05/2013,20260427000000,M.A.R.C.H. Program (INTERAGENCY),MARCH: No Enforcement Action Taken
8379,3481342,CLOSED,06/04/2014,425,ROGERS AVENUE,11225.0,3035017,309,,83,BKLYN,06/05/2014,A8,06/05/2014,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,OATH Violation Served
8380,1162478,CLOSED,03/27/2006,610,WEST  111 STREET,10025.0,1057322,109,,05,MAN.,03/27/2006,I2,03/27/2006,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
8381,1531040,CLOSED,12/18/2019,166,EAST 105 STREET,10029.0,1051973,111,,6Z,OBM,12/18/2019,A8,12/18/2019,20260427000000,Training Compliance,OATH Violation Served
8382,4995586,CLOSED,05/08/2025,47-29,198 STREET,11358.0,4127099,411,,37,ERT,05/09/2025,C2,05/09/2025,20260427000000,Egress: - Locked/Blocked/Improper/No Secondary Means,Inspector Unable to Gain Access – 2nd Final Attempt
8383,2151976,CLOSED,10/28/2010,3309,BAINBRIDGE AVENUE,10467.0,2018096,207,,05,BRONX,11/09/2010,A8,10/27/2010,20260427000000,Permit – None (Building/PA/Demo etc.),OATH Violation Served
8384,5074986,CLOSED,10/20/2008,137,ISLINGTON STREET,10308.0,5062159,503,,55,ST.IS,10/21/2008,A9,10/21/2008,20260427000000,Zoning: Non-Conforming,OATH and DOB Violations Served
8385,3541325,CLOSED,12/21/2015,43,COLUMBIA PLACE,11201.0,3002272,302,,83,BKLYN,01/04/2016,H1,01/04/2016,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,Please See Complaint Number
8386,3752179,CLOSED,05/10/2020,146,GROVE STREET,11221.0,3076092,304,,2N,CSE,05/11/2020,I2,05/11/2020,20260427000000,COVID-19 Executive Order,No Violation Warranted for Complaint at Time of Inspection
8387,1008872,CLOSED,09/13/1990,32,WEST 20 STREET,10011.0,1015483,105,,05,MAN.,09/28/1990,I1,09/17/1990,20260427000000,Permit – None (Building/PA/Demo etc.),Complaint Unsubstantiated Based on Department Records
8388,4813024,CLOSED,06/08/2020,107-12,127 STREET,11419.0,4205887,410,,76,OBM,06/10/2020,C2,06/10/2020,20260427000000,Unlicensed/Illegal/Improper Plumbing Work In-Progress,Inspector Unable to Gain Access – 2nd Final Attempt
8389,4271355,CLOSED,07/16/2006,26-66,30 STREET,11102.0,4007793,401,,04,ERT,10/25/2006,I2,10/24/2006,20260427000000,After Hours Work – Illegal,No Violation Warranted for Complaint at Time of Inspection
8390,3904811,CLOSED,05/10/2023,556,AVENUE Z,11223.0,3320724,313,,6S,ELEVR,05/12/2023,A8,05/11/2023,20260427000000,Elevator: Single Device on Property/No Alternate Service,OATH Violation Served
8391,4021588,CLOSED,09/09/1991,1518-20,CENTRAL AVE,,4841247,4,,32,QNS.,04/23/1993,A1,04/19/1993,20260427000000,C of O - Not Being Complied With,Buildings Violation(s) Served
8392,2377053,CLOSED,09/27/2023,1380,PROSPECT AVENUE,10459.0,2010386,203,,1Y,EXEC,10/06/2023,A8,10/06/2023,20260427000000,Enforcement Work Order (DOB),OATH Violation Served
8393,3020273,CLOSED,12/18/1991,181,ROCKAWAY PARKWAY,11212.0,3100739,317,,73,BKLYN,01/07/1992,K1,12/26/1991,20260427000000,Failure to Maintain,Insufficient Information/Unable to Locate Address
8394,1046194,CLOSED,12/20/1996,351,WEST 14 ST,10014.0,1078483,104,,05,MAN.,01/23/1997,I2,01/22/1997,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
8395,4327541,CLOSED,10/19/2007,173-21,103 ROAD,11433.0,4217989,412,,55,QNS.,10/23/2007,I2,10/23/2007,20260427000000,Zoning: Non-Conforming,No Violation Warranted for Complaint at Time of Inspection
8396,3702464,CLOSED,05/16/2019,1,FIRST PLACE,11231.0,3004940,306,,23,SCFLD,05/22/2019,I2,05/22/2019,20260427000000,Sidewalk Shed/Supported Scaffold/Inadequate/Defect/NONE/NO PMT/NO CERT,No Violation Warranted for Complaint at Time of Inspection
8397,5091112,CLOSED,05/11/2011,72,SHARROTT AVENUE,10309.0,5109960,503,,55,ST.IS,05/17/2011,A8,05/16/2011,20260427000000,Zoning: Non-Conforming,OATH Violation Served
8398,1220927,CLOSED,04/04/2008,409,EAST   81 STREET,10028.0,1050387,108,,05,MAN.,06/09/2008,L2,06/09/2008,20260427000000,Permit – None (Building/PA/Demo etc.),Stop Work Order Fully Rescinded
8399,3202788,CLOSED,09/14/2006,31,1 PLACE,11231.0,3004928,306,,45,BKLYN,10/11/2006,C2,10/02/2006,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
8400,2376630,CLOSED,09/21/2023,1738,UNIVERSITY AVENUE,10453.0,2008835,205,,45,Q-L,10/27/2023,I2,10/27/2023,20260427000000,Illegal Conversion +,No Violation Warranted for Complaint at Time of Inspection
8401,4415432,CLOSED,09/15/2009,31-45,CRESCENT STREET,11106.0,4007108,401,,30,ERT,10/01/2009,A1,10/01/2009,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,Buildings Violation(s) Served
8402,1634270,CLOSED,04/17/2023,115,EAST 115 STREET,10029.0,1052232,111,,58,BOILR,04/17/2023,A8,04/17/2023,20260427000000,Boiler: Defective/Inoperative/No Permit,OATH Violation Served
8403,3437826,CLOSED,03/05/2013,498,JEFFERSON AVENUE,11221.0,3045660,303,,45,BKLYN,03/13/2013,H1,03/12/2013,20260427000000,Illegal Conversion +,Please See Complaint Number
8404,4194443,CLOSED,05/21/2004,2818,JACKSON AVENUE,11101.0,4003480,402,,45,QNS.,12/22/2004,C2,12/17/2004,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
8405,1171285,CLOSED,07/26/2006,300,EAST   57 STREET,10022.0,1039992,106,,59,ELCTR,08/08/2006,I2,08/06/2006,20260427000000,Electrical Wiring: Defective/Exposed – In Progress,No Violation Warranted for Complaint at Time of Inspection
8406,3270901,CLOSED,07/01/2008,1077,NEW YORK AVENUE,11203.0,3110552,317,,59,ELCTR,07/02/2008,A1,07/01/2008,20260427000000,Electrical Wiring: Defective/Exposed – In Progress,Buildings Violation(s) Served
8407,3947319,CLOSED,02/13/2024,421,37 STREET,11232.0,3010377,307,,53,BKLYN,12/14/2024,C2,12/14/2024,20260427000000,Vent/Exhaust – Illegal/Improper,Inspector Unable to Gain Access – 2nd Final Attempt
8408,4810944,CLOSED,05/13/2020,143,BEACH 26 STREET,11691.0,4532810,414,,6S,ELEVR,05/14/2020,A8,05/13/2020,20260427000000,Elevator: Single Device on Property/No Alternate Service,OATH Violation Served
8409,4490501,CLOSED,08/08/2011,154-43,20 ROAD,11357.0,4107481,407,,04,ERT,09/10/2011,I2,09/09/2011,20260427000000,After Hours Work – Illegal,No Violation Warranted for Complaint at Time of Inspection
8410,2110218,CLOSED,02/15/2008,3000,3 AVENUE,10455.0,2001182,201,,63,ELEVR,03/11/2008,H1,03/04/2008,20260427000000,Elevator: Defective/Inoperative,Please See Complaint Number
8411,3606648,CLOSED,06/15/2017,6802,10 AVENUE,11219.0,3336323,310,,74,ERT,06/09/2018,C2,06/09/2018,20260427000000,Illegal Commercial/Manufacturing Use in Residential Zone,Inspector Unable to Gain Access – 2nd Final Attempt
8412,3662616,CLOSED,08/14/2018,1366,EAST 40 STREET,11234.0,3217292,318,,83,BKLYN,09/18/2018,I2,09/15/2018,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,No Violation Warranted for Complaint at Time of Inspection
8413,3988121,CLOSED,12/16/2024,1086,OCEAN AVENUE,11230.0,3121386,314,,30,ERT,12/18/2024,C2,12/18/2024,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,Inspector Unable to Gain Access – 2nd Final Attempt
8414,4011127,CLOSED,05/21/1990,35-28,154 STREET,11354.0,4119167,407,,73,QNS.,06/15/1990,B1,05/25/1990,20260427000000,Failure to Maintain,Buildings Violation(s) Prepared and Attempt to Serve will be Made
8415,3779713,CLOSED,12/10/2020,7420,RIDGE BOULEVARD,11209.0,3148194,310,,7J,RTEU,12/10/2020,I2,12/10/2020,20260427000000,Work Without a Permit – Occupied Multiple Dwelling,No Violation Warranted for Complaint at Time of Inspection
8416,1470127,CLOSED,01/17/2018,151,LUDLOW STREET,10002.0,1005355,103,,05,MAN.,03/10/2018,I2,03/08/2018,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
8417,3090967,CLOSED,07/03/2001,93,SOUTH    3 STREET,11211.0,3378388,301,,15,BKLYN,01/15/2002,I2,01/10/2002,20260427000000,Fence – NONE/Inadequate/Illegal,No Violation Warranted for Complaint at Time of Inspection
8418,4376623,CLOSED,10/17/2008,96-07,133 AVENUE,11417.0,4247964,410,,05,QNS.,10/23/2008,A9,10/21/2008,20260427000000,Permit – None (Building/PA/Demo etc.),OATH and DOB Violations Served
8419,4955545,CLOSED,04/05/2024,107-45,GUY R BREWER BOULEVARD,11433.0,4216426,412,,30,QNS.,04/06/2024,I2,04/06/2024,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,No Violation Warranted for Complaint at Time of Inspection
8420,2301988,CLOSED,06/17/2020,2954,GUNTHER AVENUE,10469.0,2062586,212,,45,Q-L,04/01/2021,C2,04/01/2021,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
8421,4889707,CLOSED,05/13/2022,91-04,110 STREET,11418.0,4194719,409,,35,QNS.,10/06/2022,I2,10/05/2022,20260427000000,Curb Cut/Driveway/Carport – ILLEGAL,No Violation Warranted for Complaint at Time of Inspection
8422,4296548,CLOSED,02/28/2007,104-33,ROOSEVELT AVENUE,11368.0,4044647,403,,15,QNS.,03/10/2007,A9,02/28/2007,20260427000000,Fence – NONE/Inadequate/Illegal,OATH and DOB Violations Served
8423,1052889,CLOSED,10/24/1997,600,WEST 157 STREET,10032.0,1063255,112,,48,MAN.,10/29/1997,A1,10/27/1997,20260427000000,Residential Use – ILLEGAL,Buildings Violation(s) Served
8424,3340593,CLOSED,04/30/2010,270,JAY STREET,11201.0,3325911,302,,05,BKLYN,05/10/2010,I1,05/10/2010,20260427000000,Permit – None (Building/PA/Demo etc.),Complaint Unsubstantiated Based on Department Records
8425,3171484,CLOSED,10/03/2005,237,NORTH    5 STREET,11211.0,3062269,301,,04,ERT,10/31/2005,I2,10/30/2005,20260427000000,After Hours Work – Illegal,No Violation Warranted for Complaint at Time of Inspection
8426,4909675,CLOSED,12/09/2022,149-57,18 AVENUE,11357.0,4105835,407,,91,ERT,12/10/2022,I2,12/10/2022,20260427000000,Site Conditions Endangering Workers,No Violation Warranted for Complaint at Time of Inspection
8427,4438922,CLOSED,03/29/2010,75-21,MAIN STREET,11367.0,4438287,408,,4B,SEP,04/02/2010,I2,03/30/2010,20260427000000,SEP – Professional Certification Compliance Audit,No Violation Warranted for Complaint at Time of Inspection
8428,1261584,CLOSED,07/26/2009,301,EAST   50 STREET,10022.0,1085119,106,,23,SCFLD,08/03/2009,I2,07/31/2009,20260427000000,Sidewalk Shed/Supported Scaffold/Inadequate/Defect/NONE/NO PMT/NO CERT,No Violation Warranted for Complaint at Time of Inspection
8429,1617479,CLOSED,09/04/2022,301,WEST 130 STREET,10027.0,1084087,110,,1E,ERT,09/06/2022,I2,09/05/2022,20260427000000,Suspended (Hanging) Scaffolds – No Permit/License/Dangerous/ Accident,No Violation Warranted for Complaint at Time of Inspection
8430,4655820,CLOSED,06/12/2016,94-15,ATLANTIC AVENUE,11421.0,4587686,409,,29,QNS.,06/15/2016,H1,06/14/2016,20260427000000,"BUILDING – Vacant, Open and Unguarded",Please See Complaint Number
8431,4700930,CLOSED,07/31/2017,134-26,GUY R BREWER BOULEVARD,11434.0,4266613,412,,49,SPOPS,08/21/2017,A8,08/15/2017,20260427000000,Storefront or Business Sign/Awning/Marquee/Canopy – ILLEGAL,OATH Violation Served
8432,4397403,CLOSED,04/21/2009,117-35,168 STREET,11434.0,4267898,412,,45,QNS.,06/30/2009,C4,06/23/2009,20260427000000,Illegal Conversion +,Access Denied – 2nd Attempt
8433,4028695,CLOSED,08/25/1992,31-02,47 AVENUE,11101.0,4003539,402,,05,QNS.,09/01/1992,I1,08/31/1992,20260427000000,Permit – None (Building/PA/Demo etc.),Complaint Unsubstantiated Based on Department Records
8434,5142919,CLOSED,06/27/2019,639,BAY STREET,10304.0,5013219,501,,4J,ERT,06/29/2019,MA,06/28/2019,20260427000000,M.A.R.C.H. Program (INTERAGENCY),MARCH: No Enforcement Action Taken
8435,5029820,CLOSED,05/15/2001,1122,RICHMOND ROAD,10304.0,5046859,502,,45,ST.IS,07/20/2001,I2,07/18/2001,20260427000000,Illegal Conversion +,No Violation Warranted for Complaint at Time of Inspection
8436,3350754,CLOSED,08/06/2010,373,VAN SICKLEN STREET,11223.0,3193430,315,,31,BKLYN,08/13/2010,I2,08/07/2010,20260427000000,Certificate of Occupancy – None/ILLEGAL/Contrary to CO,No Violation Warranted for Complaint at Time of Inspection
8437,5026359,CLOSED,03/06/2000,42,ELM STREET,10310.0,5004444,501,,05,ST.IS,10/25/2000,H1,10/25/2000,20260427000000,Permit – None (Building/PA/Demo etc.),Please See Complaint Number
8438,4055151,CLOSED,06/12/1996,87-90,95 STREET,11421.0,4184353,409,,48,QNS.,07/08/1996,H1,06/21/1996,20260427000000,Residential Use – ILLEGAL,Please See Complaint Number
8439,3060501,CLOSED,12/09/1997,351,HOOPER STREET,11211.0,3335816,301,,43,BKLYN,03/06/1998,I2,02/17/1998,20260427000000,Structural Stability Affected,No Violation Warranted for Complaint at Time of Inspection
8440,1514970,CLOSED,07/03/2019,412,WEST 47 STREET,10036.0,1026496,104,,4A,SPOPS,07/17/2019,C2,07/17/2019,20260427000000,Illegal Hotel Rooms in Residential Buildings,Inspector Unable to Gain Access – 2nd Final Attempt
8441,4542547,CLOSED,03/05/2013,33-05,191 STREET,11358.0,4119127,411,,55,QNS.,05/07/2014,I2,05/06/2014,20260427000000,Zoning: Non-Conforming,No Violation Warranted for Complaint at Time of Inspection
8442,4923932,CLOSED,05/15/2023,746,ONDERDONK AVENUE,11385.0,4538694,405,,2A,QNS.,08/08/2024,C2,08/08/2024,20260427000000,Posted Notice or Order Removed/Tampered With,Inspector Unable to Gain Access – 2nd Final Attempt
8443,3250899,CLOSED,01/17/2008,1520,WEST   10 STREET,11204.0,3174098,311,,05,BKLYN,01/18/2008,A9,01/17/2008,20260427000000,Permit – None (Building/PA/Demo etc.),OATH and DOB Violations Served
8444,1698209,CLOSED,06/20/2025,270,FORT WASHINGTON AVENUE,10032.0,1063481,112,,45,Q-L,07/16/2025,C4,07/16/2025,20260427000000,Illegal Conversion +,Access Denied – 2nd Attempt
8445,4708192,CLOSED,09/28/2017,88-10,78 STREET,11421.0,4183133,409,,45,QNS.,11/06/2017,A8,10/19/2017,20260427000000,Illegal Conversion +,OATH Violation Served
8446,5050497,CLOSED,05/03/2005,33,WENTWORTH AVENUE,10305.0,5050339,502,,05,ST.IS,05/10/2005,I2,05/10/2005,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
8447,4005890,CLOSED,09/07/1989,88-16,187 STREET,11423.0,4212838,412,,39,QNS.,01/29/1990,C2,01/24/1990,20260427000000,Egress: No Secondary Means,Inspector Unable to Gain Access – 2nd Final Attempt
8448,1497826,CLOSED,12/22/2018,382,EAST 10 STREET,10009.0,1004771,103,,4A,SPOPS,12/31/2018,A8,12/31/2018,20260427000000,Illegal Hotel Rooms in Residential Buildings,OATH Violation Served
8449,1342025,CLOSED,01/25/2013,1355,AMSTERDAM AVENUE,10027.0,1059560,109,,2G,SPOPS,01/25/2013,A9,12/12/2012,20260427000000,Advertising Sign/Billboard/Posters/Flexible Fabric – ILLEGAL,OATH and DOB Violations Served
8450,4877464,CLOSED,04/19/2022,98-03,197 STREET,11423.0,4231594,412,,7G,CSE,04/20/2022,I2,04/19/2022,20260427000000,CSE: Sweep,No Violation Warranted for Complaint at Time of Inspection
8451,1688564,CLOSED,02/13/2025,435,EDGECOMBE AVENUE,10032.0,1076725,109,,45,MAN.,02/19/2025,H3,02/19/2025,20260427000000,Illegal Conversion +,Building Violation Issued for Failure to Obey Stop Work Order
8452,4986680,CLOSED,02/04/2025,28-10,39 AVENUE,11101.0,4004827,401,,8A,CSC,04/02/2025,AF,04/02/2025,20260427000000,Construction Safety Compliance (CSC) Action,
8453,3898134,CLOSED,03/22/2023,3121,OCEAN AVENUE,11235.0,3429018,315,,83,BKLYN,03/31/2023,I2,03/30/2023,20260427000000,Construction: Contrary/Beyond Approved Plans/Permits +,No Violation Warranted for Complaint at Time of Inspection
8454,5081505,CLOSED,10/21/2009,677,BARCLAY AVENUE,10312.0,5081733,503,,45,ST.IS,10/29/2009,H1,10/28/2009,20260427000000,Illegal Conversion +,Please See Complaint Number
8455,3038052,CLOSED,11/14/1994,234,26 STREET,11232.0,3009687,307,,54,BKLYN,12/20/1994,I2,12/07/1994,20260427000000,Wall/Retaining Wall – Bulging/Cracked,No Violation Warranted for Complaint at Time of Inspection
8456,3750593,CLOSED,04/23/2020,933,ROGERS AVENUE,11226.0,3117824,317,,8A,CSC,02/08/2021,L2,02/08/2021,20260427000000,Construction Safety Compliance (CSC) Action,Stop Work Order Fully Rescinded
8457,3676128,CLOSED,11/19/2018,751 A,MONROE STREET,11221.0,3044761,303,,30,ERT,02/28/2019,L2,02/26/2019,20260427000000,Building Shaking/Vibrating/Struct Stability Affected,Stop Work Order Fully Rescinded
8458,4720727,CLOSED,01/26/2018,29-10,BROADWAY,11106.0,4617928,401,,91,ERT,01/27/2018,I2,01/27/2018,20260427000000,Site Conditions Endangering Workers,No Violation Warranted for Complaint at Time of Inspection
8459,2413122,CLOSED,04/01/2025,4660,3 AVENUE,10458.0,2011752,206,,1X,BRONX,04/01/2025,I3,04/01/2025,20260427000000,Construction Enforcement Work Order (DOB),Compliance Inspection Performed
8460,2117243,CLOSED,07/17/2008,645,EAST  231 STREET,10466.0,2063266,212,,63,ELEVR,08/26/2008,I2,08/15/2008,20260427000000,Elevator: Defective/Inoperative,No Violation Warranted for Complaint at Time of Inspection
8461,4919889,CLOSED,04/05/2023,144-45,180 STREET,11434.0,4458411,413,,4A,SPOPS,05/16/2023,C2,05/16/2023,20260427000000,Illegal Hotel Rooms in Residential Buildings,Inspector Unable to Gain Access – 2nd Final Attempt
8462,4533977,CLOSED,11/21/2012,71-53,70 STREET,11385.0,4089765,405,,4C,EXCAV,11/21/2012,I2,11/21/2012,20260427000000,Unspecified,No Violation Warranted for Complaint at Time of Inspection
8463,3A31460,CLOSED,09/30/2025,760,WORTMAN AVENUE,11208.0,3346268,305,,05,OBM,12/18/2025,C2,12/18/2025,20260427000000,Permit – None (Building/PA/Demo etc.),Inspector Unable to Gain Access – 2nd Final Attempt
8464,3A45289,CLOSED,01/15/2026,88,SCHERMERHORN STREET,11201.0,3002706,302,,7G,CSE,01/27/2026,I2,01/27/2026,20260427000000,CSE: Sweep,No Violation Warranted for Complaint at Time of Inspection
8465,4282101,CLOSED,10/17/2006,79-35,MYRTLE AVENUE,11385.0,4093453,405,,45,QNS.,12/01/2006,I2,11/13/2006,20260427000000,Illegal Conversion +,No Violation Warranted for Complaint at Time of Inspection
8466,1020167,CLOSED,07/13/1992,350,WEST 117 STREET,10026.0,1059035,110,,32,MAN.,09/01/1992,B1,07/20/1992,20260427000000,C of O - Not Being Complied With,Buildings Violation(s) Prepared and Attempt to Serve will be Made
8467,3809449,CLOSED,08/09/2021,669,KENT AVENUE,11249.0,3348244,301,,91,ERT,08/10/2021,A1,08/09/2021,20260427000000,Site Conditions Endangering Workers,Buildings Violation(s) Served
8468,3218139,CLOSED,03/08/2007,8601,FOSTER AVENUE,11236.0,3397392,318,,37,BKLYN,03/09/2007,I2,03/09/2007,20260427000000,Egress: - Locked/Blocked/Improper/No Secondary Means,No Violation Warranted for Complaint at Time of Inspection
8469,1424920,CLOSED,05/27/2016,65,EAST BROADWAY,10002.0,1003411,103,,05,MAN.,06/11/2016,C2,06/10/2016,20260427000000,Permit – None (Building/PA/Demo etc.),Inspector Unable to Gain Access – 2nd Final Attempt
8470,2076857,CLOSED,10/18/2005,644,ST LAWRENCE AVENUE,10473.0,2021799,209,,59,ELCTR,12/15/2005,A1,12/07/2005,20260427000000,Electrical Wiring: Defective/Exposed – In Progress,Buildings Violation(s) Served
8471,4300191,CLOSED,03/22/2007,34-06,82 STREET,11372.0,4029196,403,,66,QNS.,04/06/2007,C2,04/06/2007,20260427000000,Plumbing Work – Illegal/No Permit (also Sprinkler/Standpipe),Inspector Unable to Gain Access – 2nd Final Attempt
8472,3649647,CLOSED,05/11/2018,129,EMERSON PLACE,11205.0,3334804,302,,23,SCFLD,06/11/2018,I2,06/11/2018,20260427000000,Sidewalk Shed/Supported Scaffold/Inadequate/Defect/NONE/NO PMT/NO CERT,No Violation Warranted for Complaint at Time of Inspection
8473,2036807,CLOSED,11/30/2000,816,FAILE STREET,10474.0,2117592,202,,37,BRONX,12/29/2000,I2,12/29/2000,20260427000000,Egress: - Locked/Blocked/Improper/No Secondary Means,No Violation Warranted for Complaint at Time of Inspection
8474,3468965,CLOSED,02/03/2014,1470,EAST 19 STREET,11230.0,3181566,314,,4K,BEST,04/01/2014,L2,03/25/2014,20260427000000,CSC: DM Tracking Complaint,Stop Work Order Fully Rescinded
8475,4031513,CLOSED,03/04/1993,61-17,162 STREET,11365.0,4146938,408,,05,QNS.,04/12/1993,B1,03/16/1993,20260427000000,Permit – None (Building/PA/Demo etc.),Buildings Violation(s) Prepared and Attempt to Serve will be Made
8476,4381032,CLOSED,11/23/2008,101-18,102 STREET,11416.0,4198320,409,,45,QNS.,12/30/2008,C2,12/22/2008,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
8477,4499180,CLOSED,11/09/2011,1816,DEKALB AVENUE,11385.0,4081693,405,,45,QNS.,03/27/2012,C4,03/24/2012,20260427000000,Illegal Conversion +,Access Denied – 2nd Attempt
8478,1640853,CLOSED,06/14/2023,605,EAST 9 STREET,10009.0,1079685,103,,7R,SPOPS,08/05/2024,H1,08/02/2024,20260427000000,Unspecified,Please See Complaint Number
8479,3081270,CLOSED,08/04/2000,8615,FT HAMILTON PARKWAY,11209.0,3153836,310,,10,BKLYN,08/07/2000,I2,08/04/2000,20260427000000,Debris/Building – Falling or In Danger of Falling,No Violation Warranted for Complaint at Time of Inspection
8480,1307111,CLOSED,08/03/2011,35,WEST   54 STREET,10019.0,1034791,105,,01,ERT,10/03/2011,L2,10/03/2011,20260427000000,ACCIDENT – Construction/Plumbing,Stop Work Order Fully Rescinded
8481,1129214,CLOSED,09/20/2004,147,WEST   46 STREET,10036.0,1022675,105,,05,MAN.,09/24/2004,I2,09/23/2004,20260427000000,Permit – None (Building/PA/Demo etc.),No Violation Warranted for Complaint at Time of Inspection
8482,2412721,CLOSED,03/25/2025,834,PENFIELD STREET,10470.0,2071999,212,,6S,ELEVR,04/08/2025,A8,04/07/2025,20260427000000,Elevator: Single Device on Property/No Alternate Service,OATH Violation Served
8483,4725829,CLOSED,03/15/2018,101-40,124 STREET,11419.0,4200704,409,,05,QNS.,03/28/2018,A8,03/23/2018,20260427000000,Permit – None (Building/PA/Demo etc.),OATH Violation Served
8484,2438950,CLOSED,04/16/2026,3204,OXFORD AVENUE,10463.0,2091877,208,,59,ELCTR,04/18/2026,AI,04/18/2026,20260427000000,Electrical Wiring: Defective/Exposed – In Progress,
8485,3723786,CLOSED,09/28/2019,240,BAY 23 STREET,11214.0,3169961,311,,05,BKLYN,10/18/2019,A8,10/18/2019,20260427000000,Permit – None (Building/PA/Demo etc.),OATH Violation Served
8486,3129830,CLOSED,04/23/2004,982,EAST   37 STREET,11210.0,3206160,317,,45,BKLYN,05/05/2004,C2,05/03/2004,20260427000000,Illegal Conversion +,Inspector Unable to Gain Access – 2nd Final Attempt
8487,4767330,CLOSED,03/20/2019,155-02,90 AVENUE,11432.0,4459168,412,,6S,ELEVR,03/21/2019,H1,03/21/2019,20260427000000,Elevator: Single Device on Property/No Alternate Service,Please See Complaint Number
8488,4064570,CLOSED,05/20/1997,230,BEACH 119 STREET,11694.0,4304521,414,,72,QNS.,06/26/1997,C2,06/19/1997,20260427000000,SRO: Change in Occupancy/Use,Inspector Unable to Gain Access – 2nd Final Attempt
